house_type,house_size,city,location,,price
2BHK ,756,Delhi,Paschim Vihar,,25000
2BHK ,756,Delhi,Paschim Vihar,,27500
3BHK ,"1,800",Delhi,Paschim Vihar,,36000
3BHK ,"1,125",Delhi,Paschim Vihar,,37000
3BHK ,"1,800",Delhi,Paschim Vihar,,40000
3BHK ,"1,800",Delhi,Paschim Vihar,,46000
2BHK ,756,Delhi,Paschim Vihar,,27500
3BHK ,"1,350",Delhi,Paschim Vihar,,36000
3BHK ,900,Delhi,Paschim Vihar,,29000
3BHK ,"1,548",Delhi,Paschim Vihar,,41000
3BHK ,"1,800",Delhi,Paschim Vihar,,42000
3BHK ,"1,800",Delhi,Paschim Vihar,,42000
4BHK ,"2,700",Delhi,Paschim Vihar,,70000
1BHK ,450,Delhi,Uttam Nagar,,7000
3BHK ,810,Delhi,Uttam Nagar,,17000
2BHK ,540,Delhi,Uttam Nagar,,10000
1BHK ,550,Delhi,Vijay Nagar,,15000
Studio ,450,Delhi,Kamla Nagar,,10000
3BHK ,900,Delhi,Mansa Ram Park,,25000
2BHK ,600,Delhi,Dwarka Mor,,15000
2BHK ,540,Delhi,Bindapur,,12000
1BHK ,450,Delhi,Uttam Nagar,,12000
4BHK ,"2,025",Delhi,Janakpuri,,45000
2BHK ,900,Delhi,Ajmeri Gate,,24000
2BHK ,720,Delhi,Janakpuri,,23000
3BHK ,"1,350",Delhi,Janakpuri,,45000
4BHK ,"2,925",Delhi,Janakpuri,,70000
4BHK ,"2,925",Delhi,Janakpuri,,60000
3BHK ,"1,350",Delhi,Janakpuri,,60000
1BHK ,450,Delhi,Janakpuri,,18000
2BHK ,540,Delhi,Sitapuri,,13000
2BHK ,540,Delhi,Bindapur,,18000
2BHK ,500,Delhi,Sagar Pur,,12000
2BHK ,700,Delhi,Mansa Ram Park,,16500
1BHK ,360,Delhi,Mansa Ram Park,,8500
3BHK ,900,Delhi,Dabri,,21500
3BHK ,"1,350",Delhi,Janakpuri,,43000
3BHK ,"1,200",Delhi,Dabri,,26000
2BHK ,600,Delhi,Dabri,,13000
3BHK ,"1,000",Delhi,Dabri,,20000
3BHK ,810,Delhi,Dabri,,18000
1BHK ,360,Delhi,Dabri,,8500
1BHK ,540,Delhi,Sagar Pur,,11000
3BHK ,900,Delhi,Dabri,,16000
1BHK ,540,Delhi,Janakpuri,,11000
3BHK ,900,Delhi,Dabri,,19000
3BHK ,"1,800",Delhi,Safdarjung Enclave,,150000
2BHK ,"1,100",Delhi,Paschim Vihar,,40000
2BHK ,750,Delhi,Mansa Ram Park,,20000
2BHK ,550,Delhi,Mansa Ram Park,,10500
1BHK ,400,Delhi,Mansa Ram Park,,9000
2BHK ,600,Delhi,Uttam Nagar,,20000
2BHK ,780,Delhi,Chattarpur,,27000
2BHK ,785,Delhi,Rajpur,,20000
8BHK ,"7,200",Delhi,DLF Farms,,1400000
2BHK ,756,Delhi,Paschim Vihar,,20000
3BHK ,"1,300",Delhi,Dwarka Mor,,17000
3BHK ,"1,600",Delhi,Green Park,,100000
4BHK ,"4,000",Delhi,Greater Kailash,,300000
3BHK ,"1,800",Delhi,Jangpura,,150000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,125000
2BHK ,900,Delhi,Janakpuri,,20000
1BHK ,450,Delhi,Sagar Pur,,11000
6BHK ,"5,400",Delhi,Greater Kailash,,400000
4BHK ,"3,100",Delhi,Hauz Khas,,180000
2BHK ,"1,600",Delhi,Green Park,,95000
4BHK ,"2,250",Delhi,Chittaranjan Park,,120000
4BHK ,"2,400",Delhi,Greater Kailash,,250000
3BHK ,"4,500",Delhi,Jor bagh,,450000
3BHK ,"3,379",Delhi,Jor bagh,,300000
4BHK ,"2,700",Delhi,Panchsheel Enclave,,375000
4BHK ,"3,100",Delhi,Hauz Khas,,275000
4BHK ,"3,100",Delhi,Hauz Khas,,280000
4BHK ,"3,100",Delhi,Green Park,,250000
4BHK ,"2,365",Delhi,Greater Kailash,,300000
3BHK ,"2,000",Delhi,South Extension 2,,100000
2BHK ,999,Delhi,Lajpat Nagar,,35964
3BHK ,"1,800",Delhi,Safdarjung Enclave,,130000
3BHK ,"1,600",Delhi,Greater Kailash,,100000
3BHK ,"1,600",Delhi,Greater kailash 1,,110000
3BHK ,"1,872",Delhi,Greater kailash 1,,100000
4BHK ,"2,700",Delhi,Greater Kailash II,,180000
3BHK ,"2,700",Delhi,Greater Kailash II,,150000
4BHK ,"2,700",Delhi,Greater kailash 1,,180000
4BHK ,"4,500",Delhi,Safdarjung Enclave,,200000
3BHK ,"1,800",Delhi,Greater kailash 1,,120000
4BHK ,"4,500",Delhi,Greater kailash 1,,350000
3BHK ,"2,000",Delhi,Greater kailash 1,,110000
3BHK ,"1,800",Delhi,Greater kailash 1,,150000
3BHK ,"1,800",Delhi,Gulmohar park,,250000
3BHK ,"2,000",Delhi,Greater Kailash,,110000
3BHK ,"1,800",Delhi,Garhi,,115000
4BHK ,"1,800",Delhi,Saket,,190000
4BHK ,"1,800",Delhi,Saket,,200000
2BHK ,540,Delhi,Dwarka Mor,,11000
3BHK ,900,Delhi,Dwarka Mor,,25000
2BHK ,600,Delhi,Dwarka Mor,,20000
1BHK ,450,Delhi,Uttam Nagar,,12000
2BHK ,600,Delhi,Dwarka Mor,,20000
2BHK ,600,Delhi,Uttam Nagar,,20000
4BHK ,"1,200",Delhi,Dwarka Mor,,35000
5BHK ,"4,500",Delhi,Panchsheel Park,,450000
4BHK ,"3,000",Delhi,Greater Kailash,,150000
4BHK ,"2,500",Delhi,Vasant Vihar,,250000
4BHK ,"4,400",Delhi,Panchsheel Park,,350000
4BHK ,"3,600",Delhi,Defence Colony,,200000
3BHK ,"1,800",Delhi,Nizamuddin East,,150000
3BHK ,"1,953",Delhi,South Extension 2,,170000
4BHK ,"2,925",Delhi,Kalkaji,,160000
3BHK ,"3,400",Delhi,Gulmohar park,,225000
3BHK ,"2,120",Delhi,Greater Kailash,,100000
3BHK ,"1,600",Delhi,Green Park Extension,,110000
4BHK ,"2,700",Delhi,Jor bagh,,300000
3BHK ,"2,097",Delhi,Chittaranjan Park,,110000
4BHK ,"3,600",Delhi,Vasant Vihar,,210000
3BHK ,"2,200",Delhi,Vasant Vihar,,120000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,140000
4BHK ,"2,600",Delhi,Greater Kailash,,175000
4BHK ,"2,700",Delhi,Defence Colony,,195000
4BHK ,"4,500",Delhi,East of Kailash,,180000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,100000
2BHK ,"1,800",Delhi,Defence Colony,,100000
3BHK ,"3,000",Delhi,Greater kailash 1,,125000
3BHK ,"2,500",Delhi,Defence Colony,,140000
2BHK ,"1,500",Delhi,Defence Colony,,140000
3BHK ,"2,000",Delhi,Defence Colony,,150000
3BHK ,"2,000",Delhi,Greater kailash 1,,100000
3BHK ,"2,500",Delhi,Safdarjung Enclave,,150000
3BHK ,"2,500",Delhi,Defence Colony,,170000
2BHK ,"1,200",Delhi,Subhash Nagar,,25000
3BHK ,"1,350",Delhi,Paschim Vihar,,45000
3BHK ,"1,600",Delhi,Rajouri Garden,,31000
1BHK ,600,Delhi,Ashok Nagar,,20000
3BHK ,"1,700",Delhi,Rajouri Garden,,31000
1BHK ,600,Delhi,Model Town,,16000
4BHK ,"2,500",Delhi,Safdarjung Enclave,,300000
3BHK ,"2,700",Delhi,Defence Colony,,160000
3BHK ,"1,872",Delhi,Ansari Nagar West,,170000
4BHK ,"7,000",Delhi,Sat Bari,,600000
4BHK ,"7,000",Delhi,Gulmohar park,,250000
4BHK ,"5,000",Delhi,Panchsheel Park,,375000
4BHK ,"4,500",Delhi,Greater Kailash II,,275000
2BHK ,910,Delhi,Ramesh Nagar,,35000
2BHK ,910,Delhi,Ramesh Nagar,,21000
3BHK ,"1,600",Delhi,Kirti Nagar,,45000
3BHK ,"1,790",Delhi,Kirti Nagar,,44000
3BHK ,"1,800",Delhi,Mansarover Garden,,45000
2BHK ,900,Delhi,Ramesh Nagar,,20000
2BHK ,750,Delhi,Chattarpur,,28000
1BHK ,500,Delhi,Ramesh Nagar,,18000
4BHK ,"2,700",Delhi,Mansarover Garden,,80000
2BHK ,900,Delhi,Ramesh Nagar,,25000
3BHK ,"2,350",Delhi,Greater Kailash,,125000
3BHK ,"1,800",Delhi,Naraina,,52000
2BHK ,720,Delhi,Naraina,,28000
1BHK ,450,Delhi,Uttam Nagar,,12000
4BHK ,"4,000",Delhi,Garhi,,180000
Studio ,289,Delhi,Rajouri Garden,,15000
3BHK ,"2,000",Delhi,Defence Colony,,250000
3BHK ,"2,000",Delhi,Defence Colony,,250000
4BHK ,"3,600",Delhi,Safdarjung Enclave,,300000
3BHK ,"1,800",Delhi,Greater kailash 1,,125000
4BHK ,"3,600",Delhi,Greater Kailash,,300000
4BHK ,"4,950",Delhi,Panchsheel Park,,200000
3BHK ,"5,000",Delhi,Defence Colony,,170000
3BHK ,"1,872",Delhi,Defence Colony,,170000
3BHK ,"2,200",Delhi,Greater Kailash,,149600
3BHK ,"1,953",Delhi,Chittaranjan Park,,100000
3BHK ,"1,800",Delhi,Chittaranjan Park,,100000
4BHK ,"2,500",Delhi,Sheikh Sarai,,350000
3BHK ,"2,700",Delhi,Greater kailash 1,,125000
4BHK ,"3,100",Delhi,Greater kailash 1,,250000
4BHK ,"2,700",Delhi,Saket,,130000
4BHK ,"2,700",Delhi,Chittaranjan Park,,100000
4BHK ,"2,700",Delhi,Saket,,130000
3BHK ,"1,870",Delhi,Greater kailash 1,,150000
3BHK ,"2,500",Delhi,Defence Colony,,170000
3BHK ,"2,250",Delhi,Greater Kailash,,110000
3BHK ,"1,872",Delhi,Greater kailash 1,,100000
4BHK ,"3,150",Delhi,Panchsheel Enclave,,175000
4BHK ,"2,700",Delhi,Greater kailash 1,,150000
4BHK ,"4,500",Delhi,Greater kailash 1,,200000
4BHK ,"3,150",Delhi,Panchsheel Enclave,,175000
3BHK ,"2,700",Delhi,Greater Kailash,,125000
3BHK ,"1,800",Delhi,Lajpat Nagar,,100000
3BHK ,"2,385",Delhi,Panchsheel Enclave,,110000
3BHK ,"2,700",Delhi,Greater kailash 1,,130000
3BHK ,"1,800",Delhi,Greater Kailash,,110000
4BHK ,"4,500",Delhi,Panchsheel Park,,250000
4BHK ,"2,400",Delhi,Greater Kailash,,250000
3BHK ,"1,800",Delhi,Greater Kailash,,150000
4BHK ,"7,000",Delhi,Central Ridge Reserve Forest,,2000000
3BHK ,"1,800",Delhi,Greater Kailash,,110000
3BHK ,"2,000",Delhi,Panchsheel Enclave,,110000
3BHK ,"1,820",Delhi,Greater Kailash,,155000
3BHK ,"2,500",Delhi,Defence Colony,,100000
1BHK ,900,Delhi,Subhash Nagar,,27000
3BHK ,"1,800",Delhi,Rajouri Garden,,50900
2BHK ,"1,000",Delhi,Ashok Nagar,,20000
2BHK ,"1,000",Delhi,Ramesh Nagar,,32000
3BHK ,"1,800",Delhi,Rajouri Garden,,54900
3BHK ,"1,800",Delhi,Sector 22 Dwarka,,35000
2BHK ,"1,200",Delhi,Tagore Garden Extension,,25000
3BHK ,"1,800",Delhi,Safdarjung Development Area,,130000
1BHK ,600,Delhi,Subhash Nagar,,15000
3BHK ,"1,600",Delhi,Rajouri Garden,,59800
2BHK ,750,Delhi,Tagore Garden Extension,,27100
3BHK ,"1,400",Delhi,Rajouri Garden,,32000
2BHK ,"1,300",Delhi,Tagore Garden Extension,,35000
3BHK ,"2,000",Delhi,Rajouri Garden,,40000
2BHK ,"1,000",Delhi,Subhash Nagar,,28000
3BHK ,"2,000",Delhi,Rajouri Garden,,50000
2BHK ,"1,000",Delhi,Tagore Garden Extension,,20000
1BHK ,600,Delhi,Tagore Garden Extension,,20000
1BHK ,600,Delhi,Subhash Nagar,,16000
2BHK ,"1,000",Delhi,Subhash Nagar,,24000
2BHK ,"1,000",Delhi,Ramesh Nagar,,25000
3BHK ,"1,500",Delhi,Tagore Garden Extension,,45000
3BHK ,"1,500",Delhi,Rajouri Garden,,70000
2BHK ,"1,000",Delhi,Subhash Nagar,,26800
2BHK ,"1,000",Delhi,Subhash Nagar,,29900
3BHK ,"1,500",Delhi,Tagore Garden Extension,,35000
2BHK ,"1,000",Delhi,Ashok Nagar,,27000
2BHK ,"1,000",Delhi,Tagore Garden Extension,,33000
2BHK ,"1,500",Delhi,Rajouri Garden,,35000
2BHK ,"1,000",Delhi,Subhash Nagar,,38000
2BHK ,"1,200",Delhi,Subhash Nagar,,32500
2BHK ,"1,500",Delhi,Tagore Garden Extension,,28000
2BHK ,"1,000",Delhi,Subhash Nagar,,30000
3BHK ,"1,800",Delhi,Ashok Nagar,,37000
2BHK ,800,Delhi,Tagore Garden Extension,,25000
3BHK ,"1,600",Delhi,Rajouri Garden,,50000
2BHK ,"1,400",Delhi,Rajouri Garden,,35000
1BHK ,550,Delhi,Subhash Nagar,,18250
1BHK ,650,Delhi,Rajouri Garden,,20000
3BHK ,"2,000",Delhi,Rajouri Garden,,53000
1BHK ,650,Delhi,Subhash Nagar,,17800
2BHK ,"1,000",Delhi,Subhash Nagar,,26900
3BHK ,"1,800",Delhi,Rajouri Garden,,53000
3BHK ,"2,000",Delhi,Rajouri Garden,,50100
3BHK ,"1,500",Delhi,Rajouri Garden,,35000
2BHK ,900,Delhi,Subhash Nagar,,22000
3BHK ,"2,400",Delhi,Rajouri Garden,,60000
3BHK ,"1,600",Delhi,Rajouri Garden,,45000
2BHK ,"1,000",Delhi,Subhash Nagar,,25000
2BHK ,"1,000",Delhi,Sector 12 Dwarka,,23000
1BHK ,850,Delhi,Tagore Garden Extension,,22000
1BHK ,650,Delhi,Ashok Nagar,,16000
2BHK ,"1,600",Delhi,Rajouri Garden,,35000
1BHK ,750,Delhi,Rajouri Garden,,20000
3BHK ,"1,800",Delhi,Subhash Nagar,,42000
2BHK ,"1,000",Delhi,Subhash Nagar,,25350
3BHK ,"1,600",Delhi,Rajouri Garden,,38000
2BHK ,800,Delhi,Tagore Garden Extension,,25000
1BHK ,700,Delhi,Rajouri Garden,,20000
1BHK ,650,Delhi,Rajouri Garden,,18000
3BHK ,"1,800",Delhi,Kirti Nagar,,65000
3BHK ,"1,600",Delhi,Rajouri Garden,,54800
2BHK ,"1,200",Delhi,Rajouri Garden,,33000
2BHK ,"1,000",Delhi,Subhash Nagar,,30250
1BHK ,600,Delhi,Subhash Nagar,,18600
3BHK ,"1,900",Delhi,Rajouri Garden,,54500
1BHK ,750,Delhi,Rajouri Garden,,25000
2BHK ,800,Delhi,Chattarpur,,14400
4BHK ,"4,500",Delhi,Greater Kailash,,148500
4BHK ,"2,700",Delhi,Greater Kailash,,180000
6BHK ,"7,200",Delhi,Sheikh Sarai,,400000
3BHK ,"2,700",Delhi,Defence Colony,,250000
3BHK ,"2,700",Delhi,Defence Colony,,190000
3BHK ,520,Delhi,Chattarpur,,14000
2BHK ,820,Delhi,Chattarpur,,20000
2BHK ,820,Delhi,Chattarpur,,20000
4BHK ,"2,700",Delhi,Greater kailash 1,,180000
3BHK ,"1,210",Delhi,Chattarpur,,25000
Studio ,320,Delhi,Chattarpur,,6000
3BHK ,"1,750",Delhi,Chattarpur,,30000
2BHK ,756,Delhi,Paschim Vihar,,22000
Studio ,280,Delhi,Chattarpur,,6000
3BHK ,420,Delhi,Chattarpur,,14000
4BHK ,"2,000",Delhi,Sector 13 Dwarka,,45000
3BHK ,"1,800",Delhi,Sector 7 Dwarka,,42000
3BHK ,"1,700",Delhi,Sector 11 Dwarka,,42000
3BHK ,"1,700",Delhi,Sector 11 Dwarka,,42000
3BHK ,"2,200",Delhi,Sector 6 Dwarka,,42000
3BHK ,"1,450",Delhi,Chattarpur,,35000
2BHK ,550,Delhi,Shastri Nagar,,20000
2BHK ,780,Delhi,Chattarpur,,15000
3BHK ,"1,180",Delhi,Chattarpur,,30000
3BHK ,400,Delhi,Chattarpur,,16000
Studio ,320,Delhi,Chattarpur,,6000
1BHK ,650,Delhi,Chattarpur,,20000
2BHK ,720,Delhi,Chattarpur,,25000
3BHK ,400,Delhi,Chattarpur,,15000
4BHK ,"4,000",Delhi,New Friends Colony,,128000
4BHK ,"3,500",Delhi,Greater kailash 1,,175000
3BHK ,450,Delhi,Chattarpur,,13000
4BHK ,"3,600",Delhi,Greater kailash 1,,190000
4BHK ,"3,600",Delhi,Greater Kailash,,180000
4BHK ,"2,050",Delhi,Sheikh Sarai,,180000
4BHK ,"2,700",Delhi,Greater Kailash,,180000
4BHK ,"2,500",Delhi,Greater kailash 1,,180000
2BHK ,"1,500",Delhi,Sector-18 Dwarka,,37000
3BHK ,"2,000",Delhi,Sector 11 Dwarka,,47000
3BHK ,"2,000",Delhi,Sector 6 Dwarka,,45000
4BHK ,"2,400",Delhi,Sector 4 Dwarka,,45000
2BHK ,"1,220",Delhi,Chattarpur,,16000
3BHK ,420,Delhi,Chattarpur,,9500
4BHK ,"1,950",Delhi,Sector 10 Dwarka,,39000
2BHK ,"1,600",Delhi,Sector 10 Dwarka,,22000
3BHK ,"1,600",Delhi,Sector-18 Dwarka,,30000
3BHK ,"1,780",Delhi,Sector 12 Dwarka,,47000
3BHK ,"2,000",Delhi,Sector-18 Dwarka,,35000
3BHK ,"1,800",Delhi,Sector-18 Dwarka,,29000
3BHK ,"1,800",Delhi,Sector 19 Dwarka,,28000
3BHK ,"1,750",Delhi,Sector 3 Dwarka,,25000
3BHK ,"1,900",Delhi,Sector-18 Dwarka,,27000
2BHK ,"1,200",Delhi,Sector 6 Dwarka,,21000
2BHK ,"1,200",Delhi,Sector 19 Dwarka,,25000
2BHK ,"1,000",Delhi,Sector 11 Dwarka,,19000
2BHK ,"2,100",Delhi,Sector 19 Dwarka,,24000
3BHK ,"1,600",Delhi,Sector 9 Dwarka,,27000
2BHK ,900,Delhi,Sector 11 Dwarka,,19500
4BHK ,"2,700",Delhi,East of Kailash,,143100
3BHK ,"1,220",Delhi,Chattarpur,,25000
3BHK ,"1,500",Delhi,East of Kailash,,100000
3BHK ,"2,100",Delhi,Greater Kailash,,150000
2BHK ,"1,800",Delhi,Greater kailash 1,,120000
3BHK ,"1,980",Delhi,Greater kailash 1,,100000
4BHK ,"4,500",Delhi,Greater kailash 1,,275000
4BHK ,"4,050",Delhi,Defence Colony,,190000
3BHK ,"2,097",Delhi,Safdarjung Enclave,,110000
3BHK ,"1,800",Delhi,Greater kailash 1,,120000
4BHK ,"4,300",Delhi,Greater Kailash,,250000
4BHK ,"4,500",Delhi,Greater kailash 1,,325000
4BHK ,"2,700",Delhi,Greater Kailash,,200000
4BHK ,"6,000",Delhi,Vasant Vihar,,600000
3BHK ,"1,953",Delhi,Defence Colony,,160000
3BHK ,"2,000",Delhi,Greater Kailash,,150000
4BHK ,"4,500",Delhi,Greater kailash 1,,325000
3BHK ,"2,700",Delhi,Greater kailash 1,,150000
4BHK ,"3,600",Delhi,Vasant Vihar,,210000
4BHK ,"4,500",Delhi,Sarvodaya Enclave,,275000
3BHK ,"2,500",Delhi,Sarvodaya Enclave,,120000
4BHK ,"4,500",Delhi,Greater Kailash,,217000
3BHK ,"1,800",Delhi,Greater kailash 1,,100000
3BHK ,"1,600",Delhi,Greater Kailash,,150000
4BHK ,"2,050",Delhi,Green Park,,200000
4BHK ,"3,800",Delhi,Panchsheel Park,,200000
4BHK ,"3,600",Delhi,Greater kailash 1,,225000
4BHK ,"3,600",Delhi,Greater kailash 1,,150000
3BHK ,"2,000",Delhi,Defence Colony,,250000
4BHK ,"3,100",Delhi,Green Park,,250000
4BHK ,"2,000",Delhi,Greater Kailash,,190000
4BHK ,"2,400",Delhi,Greater Kailash,,190000
1BHK ,360,Delhi,Chattarpur,,7500
4BHK ,"2,200",Delhi,Sector 2 Dwarka,,45000
4BHK ,"1,900",Delhi,Defence Colony,,200000
3BHK ,"1,800",Delhi,Kalkaji,,100000
4BHK ,"2,500",Delhi,Green Park Extension,,200000
3BHK ,"1,500",Delhi,Greater kailash 1,,140000
3BHK ,"2,700",Delhi,Greater kailash 1,,125000
3BHK ,"1,800",Delhi,Kalkaji,,95000
3BHK ,"1,440",Delhi,Chittaranjan Park,,100000
2BHK ,"1,800",Delhi,Defence Colony,,120000
3BHK ,"2,100",Delhi,Greater Kailash,,110000
3BHK ,"2,100",Delhi,Moti Bagh,,300000
3BHK ,"1,872",Delhi,Moti Bagh,,170000
5BHK,"2,250",Delhi,Greater Kailash,,200000
3BHK ,"1,953",Delhi,Chittaranjan Park,,100000
3BHK ,"2,200",Delhi,Defence Colony,,100000
3BHK ,"1,440",Delhi,Chittaranjan Park,,95000
3BHK ,"1,800",Delhi,Chittaranjan Park,,100000
3BHK ,"2,950",Delhi,Defence Colony,,300000
3BHK ,"2,950",Delhi,Defence Colony,,200000
3BHK ,"2,954",Delhi,Defence Colony,,180000
6BHK ,"2,900",Delhi,Defence Colony,,350000
3BHK ,"2,953",Delhi,Sainik Farm,,150000
3BHK ,"2,953",Delhi,Defence Colony,,300000
4BHK ,"2,400",Delhi,Sector-18 Dwarka,,40800
3BHK ,"1,700",Delhi,Sector 22 Dwarka,,37500
3BHK ,"1,700",Delhi,Sector 10 Dwarka,,38000
4BHK ,"2,400",Delhi,Sector 19 Dwarka,,45000
3BHK ,"1,700",Delhi,Palam,,38000
4BHK ,"2,200",Delhi,Sector 12 Dwarka,,45000
3BHK ,"1,700",Delhi,Sector 19 Dwarka,,38000
3BHK ,"2,300",Delhi,Sector 11 Dwarka,,44000
3BHK ,"1,600",Delhi,Greater Kailash,,100000
1BHK ,350,Delhi,Karol Bagh,,7000
5BHK ,"7,000",Delhi,Chattarpur,,600000
4BHK ,"4,500",Delhi,Greater Kailash,,200000
3BHK ,"3,600",Delhi,Defence Colony,,200000
4BHK ,"3,200",Delhi,Greater Kailash,,325000
3BHK ,"1,973",Delhi,South Extension 2,,110000
3BHK ,"1,953",Delhi,Defence Colony,,150000
3BHK ,"1,900",Delhi,Defence Colony,,125000
3BHK ,"1,953",Delhi,Defence Colony,,150000
3BHK ,"1,900",Delhi,Defence Colony,,200000
3BHK ,"2,925",Delhi,Defence Colony,,200000
4BHK ,"2,925",Delhi,Defence Colony,,230000
2BHK ,850,Delhi,Dr Mukherji Nagar,,30000
2BHK ,650,Delhi,Shastri Nagar,,20000
3BHK ,420,Delhi,Chattarpur,,16000
3BHK ,"2,700",Delhi,Safdarjung Enclave,,150000
4BHK ,"2,700",Delhi,Greater Kailash,,190000
3BHK ,"2,700",Delhi,Greater Kailash,,150000
3BHK ,"1,800",Delhi,Anand Niketan,,135000
3BHK ,"1,800",Delhi,Green Park Extension,,110000
4BHK ,"3,500",Delhi,Hauz Khas,,175000
4BHK ,"2,500",Delhi,Panchsheel Park,,200000
3BHK ,"2,700",Delhi,Greater kailash 1,,120000
3BHK ,"1,800",Delhi,Panchsheel Enclave,,110000
3BHK ,"2,700",Delhi,Gulmohar park,,110000
3BHK ,"1,800",Delhi,Greater kailash 1,,100000
4BHK ,"2,700",Delhi,Greater kailash 1,,180000
3BHK ,"2,000",Delhi,Defence Colony,,120000
3BHK ,"2,100",Delhi,Greater Kailash,,110000
5BHK ,"4,000",Delhi,Panchsheel Enclave,,250000
4BHK ,"4,500",Delhi,Gulmohar park,,200000
4BHK ,"2,700",Delhi,Saket,,180000
3BHK ,"1,872",Delhi,Greater kailash 1,,140000
3BHK ,"2,700",Delhi,Defence Colony,,250000
3BHK ,"3,000",Delhi,Defence Colony,,190000
3BHK ,"1,950",Delhi,Jor bagh,,400000
3BHK ,"1,500",Delhi,Gulmohar park,,100000
5BHK ,"4,500",Delhi,Panchsheel Enclave,,250000
4BHK ,"4,000",Delhi,Panchsheel Park,,300000
3BHK ,"1,800",Delhi,South Extension 2,,120000
3BHK ,"1,980",Delhi,Sarvpriya Vihar,,125000
3BHK ,"2,000",Delhi,Greater Kailash,,100000
3BHK ,"1,503",Delhi,Greater Kailash,,100000
3BHK ,"1,955",Delhi,South Extension 2,,170000
4BHK ,"2,700",Delhi,Greater Kailash,,200000
3BHK ,"2,250",Delhi,Chittaranjan Park,,100000
4BHK ,"4,950",Delhi,Sheikh Sarai,,200000
3BHK ,"2,000",Delhi,Greater Kailash,,105000
3BHK ,"2,700",Delhi,Greater Kailash,,120000
7BHK ,"9,000",Delhi,Greater Kailash,,1000000
4BHK ,"2,700",Delhi,Sheikh Sarai,,190000
3BHK ,"4,500",Delhi,Greater Kailash,,125000
4BHK ,"2,700",Delhi,Greater Kailash,,195000
3BHK ,"2,200",Delhi,Moti Bagh,,250000
8BHK ,"7,200",Delhi,Uday Park,,600000
4BHK ,"2,700",Delhi,Greater Kailash,,175000
5BHK ,"5,400",Delhi,Gautam Nagar,,350000
3BHK ,"2,385",Delhi,Panchsheel Enclave,,110000
5BHK ,"6,300",Delhi,Greater Kailash,,250000
5BHK ,"3,800",Delhi,Greater Kailash,,250000
5BHK ,"7,000",Delhi,Panchsheel Park,,375000
5BHK ,"6,000",Delhi,Green Park Extension,,400000
4BHK ,"2,925",Delhi,Defence Colony,,300000
4BHK ,"3,600",Delhi,Kalkaji,,160000
4BHK ,"2,700",Delhi,Greater kailash 1,,300000
3BHK ,"1,125",Delhi,Kailash hills,,100000
3BHK ,"3,600",Delhi,Greater kailash 1,,100000
3BHK ,"3,000",Delhi,Greater Kailash,,100000
3BHK ,"4,590",Delhi,Munirka,,190000
3BHK ,"2,500",Delhi,Defence Colony,,170000
3BHK ,"4,500",Delhi,New Friends Colony,,180000
3BHK ,"2,385",Delhi,Greater Kailash,,165000
3BHK ,"2,025",Delhi,Greater Kailash,,200000
3BHK ,"2,000",Delhi,Uday Park,,100000
3BHK ,"2,900",Delhi,Greater Kailash,,100000
4BHK ,"4,500",Delhi,New Friends Colony,,200000
3BHK ,"2,390",Delhi,Greater Kailash,,100000
4BHK ,"3,600",Delhi,Panchsheel Park,,300000
4BHK ,"2,700",Delhi,Shanti Niketan,,300000
4BHK ,"2,700",Delhi,Greater Kailash,,200000
4BHK ,"3,800",Delhi,Hauz Khas,,275000
4BHK ,"3,000",Delhi,Panchsheel Park,,150000
10BHK ,"5,200",Delhi,Hauz Khas,,900000
7BHK ,"4,500",Delhi,Greater kailash 1,,300000
4BHK ,"2,000",Delhi,Panchsheel Park,,400000
4BHK ,"4,500",Delhi,Sarvodaya Enclave,,275000
4BHK ,"4,500",Delhi,Greater kailash 1,,325000
4BHK ,"6,300",Delhi,Greater Kailash,,250000
3BHK ,"2,000",Delhi,South Extension 2,,160000
4BHK ,"4,500",Delhi,Greater Kailash,,275000
3BHK ,"1,980",Delhi,Greater Kailash,,100000
4BHK ,"4,050",Delhi,Greater Kailash,,190000
4BHK ,"6,000",Delhi,Sheikh Sarai,,217000
4BHK ,"3,800",Delhi,Panchsheel Park,,200000
4BHK ,"3,800",Delhi,Greater kailash 1,,225000
3BHK ,"1,800",Delhi,Chittaranjan Park,,100000
3BHK ,"1,800",Delhi,Chittaranjan Park,,100000
4BHK ,"4,000",Delhi,Greater Kailash,,300000
3BHK ,"2,500",Delhi,Defence Colony,,145000
3BHK ,"2,700",Delhi,South Extension 2,,120000
4BHK ,"5,000",Delhi,Sheikh Sarai,,375000
9BHK ,"5,200",Delhi,Geetanjali Enclave,,800000
5BHK ,"4,000",Delhi,Greater Kailash,,300000
3BHK ,"1,700",Delhi,Chittaranjan Park,,100000
3BHK ,"2,500",Delhi,Green Park Extension,,120000
4BHK ,"2,500",Delhi,Green Park Extension,,200000
4BHK ,"2,700",Delhi,Chittaranjan Park,,100000
3BHK ,"1,800",Delhi,Gulmohar park,,160000
4BHK ,"2,700",Delhi,Gulmohar park,,150000
3BHK ,"2,925",Delhi,South Extension 2,,170000
5BHK ,"1,872",Delhi,Greater Kailash,,200000
