house_type,house_size,city,location,,price
2BHK ,"1,600",Delhi,Nehru Place,,46000
2BHK ,"1,050",Delhi,Mayur Vihar,,18000
3BHK ,"2,000",Delhi,East of Kailash,,60000
3BHK ,"2,000",Delhi,Kalkaji,,60000
3BHK ,"2,000",Delhi,Chittaranjan Park,,60000
3BHK ,"2,000",Delhi,Greater Kailash II,,60000
3BHK ,"2,000",Delhi,Greater kailash 1,,60000
3BHK ,"1,420",Delhi,Karampura,,47000
3BHK ,"1,200",Delhi,Abul Fazal Enclave Jamia Nagar,,15000
2BHK ,900,Delhi,Lajpat Nagar Vinoba Puri,,30000
2BHK ,900,Delhi,Block E Lajpat Nagar I,,30000
3BHK ,891,Delhi,Garhi,,16000
3BHK ,"1,530",Delhi,Kirti Nagar,,45000
3BHK ,500,Delhi,Khirki Extension,,13500
2BHK ,900,Delhi,Sector 8 Dwarka,,25000
3BHK ,650,Delhi,Defence Colony,,35000
Studio ,500,Delhi,Panchsheel Enclave,,33000
3BHK ,350,Delhi,Defence Colony,,15000
4BHK ,"3,200",Delhi,Janakpuri,,85000
4BHK ,"5,896",Delhi,Safdarjung Enclave,,301102
4BHK ,"5,896",Delhi,Safdarjung Enclave,,325941
4BHK ,"5,896",Delhi,Safdarjung Enclave,,401012
4BHK ,"5,896",Delhi,Safdarjung Enclave,,301022
4BHK ,"5,896",Delhi,Safdarjung Enclave,,404104
4BHK ,"5,896",Delhi,Safdarjung Enclave,,504101
4BHK ,"5,896",Delhi,Safdarjung Enclave,,640114
4BHK ,"5,896",Delhi,Safdarjung Enclave,,640104
3BHK ,"2,856",Delhi,Green Park,,301812
3BHK ,"2,856",Delhi,Green Park,,301812
3BHK ,"2,856",Delhi,Green Park,,381812
3BHK ,"2,856",Delhi,Green Park Extension,,310120
3BHK ,"2,856",Delhi,Green Park,,381812
3BHK ,"2,856",Delhi,Green Park,,301012
3BHK ,"2,741",Delhi,Green Park Extension,,301102
4BHK ,"5,896",Delhi,Green Park,,301022
4BHK ,"5,896",Delhi,Green Park,,301102
4BHK ,"5,896",Delhi,Green Park Extension,,401012
4BHK ,"5,896",Delhi,Green Park Extension,,401012
4BHK ,"3,200",Delhi,Janakpuri,,85000
3BHK ,"2,856",Delhi,Anand Niketan,,301022
3BHK ,"2,741",Delhi,Anand Niketan,,274181
4BHK ,"2,100",Delhi,Vasant Kunj,,80000
3BHK ,"2,000",Delhi,Nizamuddin West,,120000
3BHK ,"2,000",Delhi,Nizamuddin West,,120000
3BHK ,"2,000",Delhi,Nizamuddin West,,120000
2BHK ,675,Delhi,Sector 1 Dwarka,,8500
2BHK ,650,Delhi,Krishna Nagar,,20500
1BHK ,360,Delhi,Nawada,,9000
2BHK ,675,Delhi,Sector 1 Dwarka,,8500
Studio ,150,Delhi,Pitampura,,7500
Studio ,342,Delhi,Karampura,,24000
3BHK ,900,Delhi,Chattarpur,,7000
3BHK ,342,Delhi,Karampura,,24000
Studio ,342,Delhi,Karampura,,24000
Studio ,300,Delhi,Tagore Garden Extension,,25000
3BHK ,900,Delhi,Chattarpur,,7000
3BHK ,342,Delhi,Karampura,,24000
3BHK ,900,Delhi,Chattarpur,,7000
Studio ,342,Delhi,Karampura,,24000
Studio ,342,Delhi,Karampura,,24000
Studio ,300,Delhi,Tagore Garden Extension,,25000
3BHK ,900,Delhi,Chattarpur,,7000
3BHK ,342,Delhi,Karampura,,24000
Studio ,340,Delhi,Haiderpur,,6500
Studio ,340,Delhi,Haiderpur,,6500
3BHK ,900,Delhi,Dwarka Mor,,17000
Studio ,300,Delhi,Tagore Garden Extension,,25000
3BHK ,900,Delhi,Chattarpur,,7000
Studio ,340,Delhi,Haiderpur,,6500
2BHK ,"1,200",Delhi,Hauz Khas,,20000
2BHK ,"1,200",Delhi,Hauz Khas,,20000
2BHK ,500,Delhi,New Ashok Nagar,,12500
Studio ,340,Delhi,Haiderpur,,6500
2BHK ,500,Delhi,New Ashok Nagar,,12500
3BHK ,900,Delhi,Dwarka Mor,,17000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
4BHK ,"1,500",Delhi,Dwarka Mor,,32000
3BHK ,"1,800",Delhi,Saket,,65000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,35000
2BHK ,800,Delhi,Rajpur Khurd Extension,,14000
2BHK ,900,Delhi,Sewak Park,,15000
4BHK ,"1,500",Delhi,Dwarka Mor,,32000
3BHK ,"1,800",Delhi,Saket,,65000
2BHK ,"1,200",Delhi,Nangli Sakrawati,,15000
1BHK ,600,Delhi,Vishnu Garden,,16000
3BHK ,"1,350",Delhi,Chattarpur,,35000
4BHK ,"1,200",Delhi,Mayur Vihar,,27000
2BHK ,"1,410",Delhi,Anand Vihar,,20000
5BHK ,"7,411",Delhi,Greater Kailash II,,521612
4BHK ,"4,500",Delhi,Hauz Khas,,225000
Studio ,350,Delhi,Malviya Nagar,,14500
3BHK ,500,Delhi,Sheikh Sarai,,15000
4BHK ,"6,400",Delhi,Vasant Vihar,,450000
4BHK ,"5,896",Delhi,Vasant Vihar,,504405
4BHK ,"5,896",Delhi,Vasant Vihar,,604101
5BHK ,"6,521",Delhi,Vasant Vihar,,704400
4BHK ,"5,569",Delhi,Vasant Vihar,,804405
3BHK ,"2,856",Delhi,Safdarjung Enclave,,381812
3BHK ,"2,253",Delhi,Safdarjung Enclave,,301105
3BHK ,"2,741",Delhi,Safdarjung Enclave,,301012
3BHK ,"2,741",Delhi,Safdarjung Enclave,,301012
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301121
3BHK ,"2,741",Delhi,Safdarjung Enclave,,381812
3BHK ,"2,741",Delhi,Safdarjung Enclave,,301012
3BHK ,"2,741",Delhi,Safdarjung Enclave,,401122
3BHK ,"2,856",Delhi,Safdarjung Enclave,,401012
4BHK ,"5,896",Delhi,Safdarjung Enclave,,310102
4BHK ,"5,896",Delhi,Safdarjung Enclave,,381812
4BHK ,"5,896",Delhi,Safdarjung Enclave,,362262
4BHK ,"5,896",Delhi,Safdarjung Enclave,,381822
4BHK ,"5,896",Delhi,Vasant Vihar,,301012
4BHK ,"5,896",Delhi,Vasant Vihar,,401012
4BHK ,"5,896",Delhi,Vasant Vihar,,401012
4BHK ,"5,896",Delhi,Vasant Vihar,,401012
3BHK ,"1,500",Delhi,Razapur Khurd,,32000
3BHK ,600,Delhi,Rajinder Nagar,,19100
Studio ,150,Delhi,Greater kailash 1,,25000
4BHK ,"2,200",Delhi,Jamia Nagar,,25000
2BHK ,900,Delhi,Chattarpur,,15999
3BHK ,650,Delhi,Punjabi Bagh,,15000
Studio ,425,Delhi,Saket,,22500
5BHK,"6,585",Delhi,Safdarjung Enclave,,546185
5BHK,"6,952",Delhi,Safdarjung Enclave,,540401
5BHK,"6,521",Delhi,Safdarjung Enclave,,401444
4BHK ,"6,521",Delhi,Safdarjung Enclave,,401012
5BHK ,"6,952",Delhi,Safdarjung Enclave,,301012
4BHK ,"6,521",Delhi,Safdarjung Enclave,,301012
4BHK ,"5,896",Delhi,Safdarjung Enclave,,301022
3BHK ,"2,856",Delhi,Greater kailash 1,,301010
3BHK ,"2,856",Delhi,Greater kailash 1,,301012
3BHK ,500,Delhi,Kalkaji,,6000
3BHK ,"2,856",Delhi,Green Park,,300111
3BHK ,"2,851",Delhi,Green Park,,301011
3BHK ,801,Delhi,Sector 3 Rohini,,25000
3BHK ,550,Delhi,Sector 34 Rohini,,3600
3BHK ,"2,852",Delhi,Greater kailash 1,,301011
3BHK ,"1,600",Delhi,Nirman Vihar,,32000
4BHK ,"5,896",Delhi,Golf Links,,301012
4BHK ,"5,896",Delhi,Golf Links,,401012
4BHK ,"5,896",Delhi,Golf Links,,500115
4BHK ,"5,896",Delhi,Golf Links,,401012
4BHK ,"5,896",Delhi,Golf Links,,1010202
4BHK ,"5,896",Delhi,Golf Links,,1012002
5BHK ,"6,985",Delhi,Golf Links,,1012022
4BHK ,"5,896",Delhi,Golf Links,,1012001
3BHK ,"2,856",Delhi,Vasant Vihar,,381011
3BHK ,"2,856",Delhi,Vasant Vihar,,401012
3BHK ,"2,856",Delhi,Vasant Vihar,,310102
3BHK ,"2,856",Delhi,Vasant Vihar,,401012
3BHK ,"2,741",Delhi,Vasant Vihar,,301012
3BHK ,"2,852",Delhi,Vasant Vihar,,401011
3BHK ,"2,856",Delhi,Vasant Vihar,,381812
3BHK ,"2,856",Delhi,Vasant Vihar,,401012
4BHK ,"5,896",Delhi,Vasant Vihar,,401011
4BHK ,"5,896",Delhi,Vasant Vihar,,401102
4BHK ,"5,896",Delhi,Vasant Vihar,,401012
4BHK ,"5,896",Delhi,Vasant Vihar,,401102
2BHK ,900,Delhi,Malviya Nagar,,45000
4BHK ,"2,500",Delhi,Panchsheel Park,,175000
3BHK ,620,Delhi,Janakpuri,,11000
3BHK ,800,Delhi,Janakpuri,,15000
3BHK ,"1,300",Delhi,Janakpuri,,35000
3BHK ,"1,350",Delhi,Janakpuri,,36000
3BHK ,450,Delhi,Khirki Extension,,12300
3BHK ,"1,200",Delhi,Abul Fazal Enclave Jamia Nagar,,16500
1BHK ,600,Delhi,Chattarpur Enclave,,12000
4BHK ,"4,562",Delhi,Navjeevan Vihar,,253592
4BHK ,"5,562",Delhi,Navjeevan Vihar,,253562
4BHK ,"5,562",Delhi,Navjeevan Vihar,,235625
4BHK ,"3,621",Delhi,Navjeevan Vihar,,253562
4BHK ,"6,251",Delhi,Navjeevan Vihar,,235562
4BHK ,"5,562",Delhi,Navjeevan Vihar,,401012
4BHK ,"5,562",Delhi,Navjeevan Vihar,,404012
3BHK ,"2,856",Delhi,Hauz Khas,,235562
3BHK ,"2,856",Delhi,Hauz Khas,,235562
3BHK ,"2,856",Delhi,Hauz Khas,,235562
3BHK ,"2,856",Delhi,Hauz Khas,,235592
4BHK ,"6,251",Delhi,Hauz Khas,,549191
4BHK ,"5,896",Delhi,Hauz Khas,,546195
4BHK ,"5,863",Delhi,Hauz Khas,,401015
4BHK ,"5,896",Delhi,Hauz Khas,,301015
4BHK ,"5,896",Delhi,Hauz Khas,,301012
4BHK ,"6,251",Delhi,Hauz Khas,,235562
3BHK ,"2,856",Delhi,New Friends Colony,,235562
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,041",Delhi,New Friends Colony,,235562
3BHK ,"2,856",Delhi,New Friends Colony,,301022
3BHK ,"2,856",Delhi,New Friends Colony,,235625
3BHK ,"2,852",Delhi,New Friends Colony,,235562
3BHK ,"2,856",Delhi,New Friends Colony,,235562
4BHK ,"6,521",Delhi,New Friends Colony,,235562
4BHK ,"5,562",Delhi,New Friends Colony,,235562
4BHK ,"5,562",Delhi,New Friends Colony,,301022
3BHK ,"3,011",Delhi,Friends Colony,,235562
3BHK ,"2,856",Delhi,Friends Colony,,235592
3BHK ,"2,856",Delhi,Friends Colony,,235562
4BHK ,"5,562",Delhi,Hauz Khas,,546191
5BHK,"6,521",Delhi,Tuglak Road,,1546195
5BHK ,"6,521",Delhi,Green Park,,308212
5BHK ,"6,521",Delhi,Green Park Extension,,308212
5BHK ,"6,521",Delhi,Green Park,,408214
5BHK ,"6,251",Delhi,Green Park,,305212
3BHK ,"2,852",Delhi,Green Park,,308521
3BHK ,"2,852",Delhi,Green Park,,308521
3BHK ,"2,852",Delhi,Green Park,,308521
5BHK,"6,251",Delhi,Tuglak Road,,1219192
5BHK ,"6,251",Delhi,Tuglak Road,,1102020
1BHK ,450,Delhi,Saket,,8000
2BHK ,900,Delhi,Janakpuri,,25000
4BHK ,"5,896",Delhi,Jor bagh,,301182
4BHK ,"5,896",Delhi,Jor bagh,,401012
4BHK ,"5,896",Delhi,Jor bagh,,401011
4BHK ,"5,896",Delhi,Jor bagh,,504015
4BHK ,"5,896",Delhi,Jor bagh,,1010105
4BHK ,"5,896",Delhi,Jor bagh,,1121122
4BHK ,"5,896",Delhi,Jor bagh,,1210102
4BHK ,"5,896",Delhi,Jor bagh,,1410101
3BHK ,"1,856",Delhi,Golf Links,,401015
3BHK ,"2,856",Delhi,Golf Links,,379449
3BHK ,"2,741",Delhi,Golf Links,,401014
3BHK ,"2,741",Delhi,Golf Links,,401014
3BHK ,"2,856",Delhi,Golf Links,,540105
3BHK ,"2,856",Delhi,Golf Links,,401102
3BHK ,"2,856",Delhi,Golf Links,,401015
3BHK ,"2,856",Delhi,Golf Links,,401012
3BHK ,"2,741",Delhi,Golf Links,,401012
3BHK ,"2,856",Delhi,Golf Links,,401012
4BHK ,"5,896",Delhi,Golf Links,,401012
4BHK ,"5,896",Delhi,Golf Links,,301010
3BHK ,"2,856",Delhi,Golf Links,,401012
4BHK ,"5,896",Delhi,Golf Links,,401012
5BHK ,"8,000",Delhi,Vasant Kunj Enclave,,700000
4BHK ,"1,400",Delhi,Safdarjung Enclave,,22000
1BHK ,600,Delhi,Shalimar Bagh,,17000
1BHK ,900,Delhi,Khanpur,,7000
3BHK ,830,Delhi,Dwarka Mor,,25000
3BHK ,300,Delhi,IP Extension,,9000
2BHK ,900,Delhi,Patparganj,,18000
3BHK ,"1,350",Delhi,IP Extension,,25000
4BHK ,"2,200",Delhi,IP Extension,,55000
3BHK ,650,Delhi,Janakpuri,,22000
Studio ,250,Delhi,Mayur Vihar 1 Extension,,13000
2BHK ,"1,050",Delhi,Santnagar,,4999
4BHK ,"5,896",Delhi,Jor bagh,,401122
4BHK ,"5,896",Delhi,Jor bagh,,381811
4BHK ,"5,896",Delhi,Jor bagh,,401102
4BHK ,"5,896",Delhi,Jor bagh,,301012
4BHK ,"5,896",Delhi,Shanti Niketan,,301012
4BHK ,"5,896",Delhi,Shanti Niketan,,401102
4BHK ,"5,896",Delhi,Shanti Niketan,,401012
4BHK ,"5,896",Delhi,Shanti Niketan,,504405
4BHK ,"5,896",Delhi,Shanti Niketan,,640101
4BHK ,"5,896",Delhi,Shanti Niketan,,704014
4BHK ,"5,896",Delhi,Shanti Niketan,,649119
3BHK ,"2,856",Delhi,Jor bagh,,310101
3BHK ,"2,741",Delhi,Jor bagh,,355912
3BHK ,"2,741",Delhi,Jor bagh,,401102
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,741",Delhi,Jor bagh,,310182
3BHK ,"2,856",Delhi,Jor bagh,,401102
4BHK ,"5,896",Delhi,Jor bagh,,301012
4BHK ,"3,200",Delhi,Sarvodaya Enclave,,110000
3BHK ,"1,400",Delhi,Sheikh Sarai,,37000
3BHK ,"1,000",Delhi,Uttam Nagar,,4000
2BHK ,445,Delhi,Burari,,5500
Studio ,500,Delhi,Gulmohar park,,38000
3BHK ,750,Delhi,Uttam Nagar west,,15000
2BHK ,"1,800",Delhi,Uttam Nagar,,9000
1BHK ,500,Delhi,Saket,,8000
2BHK ,660,Delhi,vikaspuri,,14900
4BHK ,"5,896",Delhi,Anand Niketan,,301012
4BHK ,"5,896",Delhi,Anand Niketan,,401102
4BHK ,"5,896",Delhi,Anand Niketan,,381812
4BHK ,"5,569",Delhi,Anand Niketan,,401101
4BHK ,"5,896",Delhi,Anand Niketan,,504012
4BHK ,"5,896",Delhi,Anand Niketan,,401104
4BHK ,"5,896",Delhi,Anand Niketan,,540105
4BHK ,"5,896",Delhi,Anand Niketan,,640115
3BHK ,"2,856",Delhi,Shanti Niketan,,301182
3BHK ,"2,856",Delhi,Shanti Niketan,,325959
3BHK ,"2,856",Delhi,Shanti Niketan,,381012
3BHK ,"2,856",Delhi,Shanti Niketan,,301102
3BHK ,"2,856",Delhi,Shanti Niketan,,310102
3BHK ,"2,856",Delhi,Shanti Niketan,,381182
3BHK ,"2,856",Delhi,Shanti Niketan,,540105
3BHK ,"2,856",Delhi,Shanti Niketan,,301102
4BHK ,"5,896",Delhi,Shanti Niketan,,310102
4BHK ,"5,896",Delhi,Shanti Niketan,,504101
4BHK ,"5,896",Delhi,Shanti Niketan,,401012
4BHK ,"5,896",Delhi,Shanti Niketan,,381022
3BHK ,"2,856",Delhi,Green Park,,301102
3BHK ,"3,010",Delhi,Green Park,,310101
4BHK ,"5,412",Delhi,Shanti Niketan,,301012
4BHK ,"5,852",Delhi,Green Park Extension,,401012
4BHK ,"4,562",Delhi,Green Park,,301011
5BHK,"6,251",Delhi,Panchsheel Park,,562562
5BHK,"6,521",Delhi,Panchsheel Park,,1102020
4BHK ,"5,896",Delhi,Prithviraj Road,,1010102
3BHK ,"3,011",Delhi,Safdarjung Enclave,,301101
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301102
3BHK ,"2,856",Delhi,Safdarjung Enclave,,274818
3BHK ,"2,856",Delhi,Safdarjung Enclave,,235925
4BHK ,"5,896",Delhi,Malcha Marg,,1241225
5BHK,"6,952",Delhi,Prithviraj Road,,1491191
3BHK ,500,Delhi,Sector 23 Dwarka,,13500
3BHK ,"3,011",Delhi,Safdarjung Enclave,,235592
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301011
3BHK ,"2,745",Delhi,Safdarjung Enclave,,301015
3BHK ,"3,011",Delhi,Safdarjung Enclave,,249419
2BHK ,660,Delhi,vikaspuri,,14900
4BHK ,"5,896",Delhi,Gulmohar park,,301012
4BHK ,"5,596",Delhi,Gulmohar park,,401010
5BHK ,"6,521",Delhi,Gulmohar park,,504105
4BHK ,"5,896",Delhi,Gulmohar park,,401012
4BHK ,"5,896",Delhi,Gulmohar park,,401102
4BHK ,"5,569",Delhi,Gulmohar park,,401010
4BHK ,"5,896",Delhi,Gulmohar park,,504011
4BHK ,"5,896",Delhi,Gulmohar park,,401012
3BHK ,"2,856",Delhi,Anand Niketan,,381182
3BHK ,"2,856",Delhi,Anand Niketan,,401011
3BHK ,"2,856",Delhi,Anand Niketan,,301012
3BHK ,"2,856",Delhi,Anand Niketan,,310102
3BHK ,"2,856",Delhi,Anand Niketan,,401010
3BHK ,"2,856",Delhi,Anand Niketan,,381012
3BHK ,"2,856",Delhi,Anand Niketan,,325641
4BHK ,"5,896",Delhi,Anand Niketan,,316161
4BHK ,"5,896",Delhi,Anand Niketan,,361612
4BHK ,"5,896",Delhi,Anand Niketan,,404102
4BHK ,"5,896",Delhi,Anand Niketan,,301012
2BHK ,660,Delhi,vikaspuri,,14900
2BHK ,750,Delhi,Sector-7 Rohini,,17000
2BHK ,700,Delhi,Sector-7 Rohini,,18000
5BHK,"6,521",Delhi,Aurungzeb Road,,2491184
5BHK,"6,521",Delhi,Aurungzeb Road,,1549191
2BHK ,"1,000",Delhi,Paschim Vihar,,20000
12BHK ,"14,521",Delhi,Amrita Shergill Marg,,3010101
5BHK ,"6,521",Delhi,Amrita Shergill Marg,,1012010
5BHK,"6,521",Delhi,Babar Road,,1010101
5BHK,"6,521",Delhi,Babar Road,,1102001
5BHK ,"5,896",Delhi,Kasturba Gandhi Marg,,2154919
4BHK ,"5,896",Delhi,Kasturba Gandhi Marg,,1449194
5BHK,"6,251",Delhi,Panchsheel Enclave,,401015
2BHK ,"1,200",Delhi,Vipin Garden,,12000
4BHK ,"2,700",Delhi,Greater Kailash,,130000
3BHK ,"2,856",Delhi,Gulmohar park,,301012
3BHK ,"2,856",Delhi,Gulmohar park,,310182
3BHK ,"2,741",Delhi,Gulmohar park,,401102
3BHK ,"2,741",Delhi,Gulmohar park,,310101
4BHK ,"5,896",Delhi,Gulmohar park,,401102
4BHK ,"5,896",Delhi,Gulmohar park,,401012
3BHK ,"2,856",Delhi,Gulmohar park,,322292
3BHK ,"2,856",Delhi,Gulmohar park,,325591
4BHK ,"5,896",Delhi,Maharani Bagh,,310102
4BHK ,"5,896",Delhi,Maharani Bagh,,325641
4BHK ,"5,896",Delhi,Maharani Bagh,,325911
4BHK ,"5,896",Delhi,Maharani Bagh,,401010
4BHK ,"5,896",Delhi,Maharani Bagh,,401102
4BHK ,"5,896",Delhi,Maharani Bagh,,604105
4BHK ,"5,896",Delhi,Maharani Bagh,,504105
4BHK ,"5,896",Delhi,Maharani Bagh,,401012
3BHK ,"2,856",Delhi,Gulmohar park,,381012
3BHK ,"2,856",Delhi,Gulmohar park,,301012
3BHK ,"2,896",Delhi,Gulmohar park,,381012
3BHK ,"2,741",Delhi,Gulmohar park,,362626
2BHK ,950,Delhi,IP Extension,,22500
3BHK ,"2,856",Delhi,Uday Park,,235562
3BHK ,"2,856",Delhi,Uday Park,,308521
3BHK ,"3,011",Delhi,Uday Park,,235655
3BHK ,"2,852",Delhi,Green Park,,308525
2BHK ,"1,100",Delhi,Rajouri Garden,,25000
5BHK ,"6,521",Delhi,Chattarpur,,540405
5BHK ,"6,251",Delhi,Chattarpur,,601022
4BHK ,"6,251",Delhi,Chattarpur,,301020
4BHK ,"6,251",Delhi,Vasant Kunj,,401010
4BHK ,"5,562",Delhi,Vasant Kunj,,301012
3BHK ,500,Delhi,Kalkaji,,12000
5BHK ,"6,521",Delhi,Chattarpur,,401014
5BHK,"6,251",Delhi,Chattarpur,,704405
5BHK,"6,521",Delhi,Chattarpur,,549195
5BHK,"6,521",Delhi,Chattarpur,,301012
5BHK,"6,521",Delhi,Chattarpur,,401012
4BHK ,"6,251",Delhi,Chattarpur,,404012
4BHK ,"5,469",Delhi,Chattarpur,,301012
5BHK,"6,521",Delhi,Tuglak Road,,1548182
5BHK,"6,521",Delhi,Tuglak Road,,1101010
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,401105
4BHK ,"5,896",Delhi,Niti Bagh,,381012
4BHK ,"5,896",Delhi,Niti Bagh,,401102
4BHK ,"5,896",Delhi,Niti Bagh,,401102
4BHK ,"5,896",Delhi,Niti Bagh,,401102
4BHK ,"5,896",Delhi,Niti Bagh,,401101
4BHK ,"5,896",Delhi,Niti Bagh,,504012
3BHK ,"2,856",Delhi,Maharani Bagh,,381012
3BHK ,"2,856",Delhi,Maharani Bagh,,350410
3BHK ,"2,856",Delhi,Maharani Bagh,,301012
3BHK ,"2,856",Delhi,Maharani Bagh,,301012
3BHK ,"2,741",Delhi,Maharani Bagh,,301101
3BHK ,"2,856",Delhi,Maharani Bagh,,504105
3BHK ,"2,741",Delhi,Maharani Bagh,,308212
4BHK ,"5,896",Delhi,Maharani Bagh,,310182
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,401105
4BHK ,"5,896",Delhi,Niti Bagh,,381012
4BHK ,"5,896",Delhi,Niti Bagh,,401102
2BHK ,750,Delhi,Pitampura,,25000
3BHK ,"1,350",Delhi,Pitampura,,40000
4BHK ,"5,569",Delhi,Ghitorni,,784485
5BHK,"6,251",Delhi,Ghitorni,,546195
5BHK ,"6,251",Delhi,Ghitorni,,401105
4BHK ,"5,896",Delhi,Ghitorni,,301200
5BHK,"6,521",Delhi,Chattarpur,,429419
5BHK ,"6,521",Delhi,Chattarpur,,301022
5BHK ,"6,521",Delhi,Chattarpur,,401010
4BHK ,"6,521",Delhi,Vasant Kunj,,404012
5BHK,"6,251",Delhi,Vasant Kunj,,401012
5BHK ,"6,251",Delhi,Vasant Kunj,,362612
5BHK ,"6,251",Delhi,Vasant Kunj,,564195
5BHK ,"6,521",Delhi,Vasant Kunj,,401012
4BHK ,"6,521",Delhi,Vasant Kunj,,301102
5BHK,"6,521",Delhi,Sainik Farm,,310100
5BHK ,"6,521",Delhi,Sainik Farm,,301012
5BHK ,"6,521",Delhi,Sainik Farm,,549185
5BHK ,"6,251",Delhi,Sainik Farm,,401015
5BHK,"6,521",Delhi,Sainik Farm,,549419
4BHK ,"5,896",Delhi,Sainik Farm,,401015
5BHK ,"6,521",Delhi,Sainik Farm,,401015
5BHK,"6,251",Delhi,Sainik Farm,,401102
4BHK ,"5,896",Delhi,Sainik Farm,,301022
5BHK,"6,521",Delhi,Sainik Farm,,301015
5BHK,"6,251",Delhi,Ghitorni,,404015
5BHK,"6,251",Delhi,Ghitorni,,404015
5BHK,"6,251",Delhi,Ghitorni,,301011
4BHK ,"5,896",Delhi,Ghitorni,,549195
5BHK,"6,521",Delhi,Ghitorni,,301010
4BHK ,"6,521",Delhi,Ghitorni,,401011
4BHK ,"5,896",Delhi,Ghitorni,,401015
4BHK ,"5,896",Delhi,Ghitorni,,549191
4BHK ,"5,562",Delhi,Panchsheel Enclave,,301012
4BHK ,"6,251",Delhi,Panchsheel Enclave,,401012
3BHK ,"2,856",Delhi,Geetanjali Enclave,,235562
3BHK ,"2,856",Delhi,Geetanjali Enclave,,235562
3BHK ,"2,856",Delhi,Geetanjali Enclave,,301012
4BHK ,"5,621",Delhi,Geetanjali Enclave,,235592
4BHK ,"6,521",Delhi,Geetanjali Enclave,,235562
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,301022
4BHK ,"5,896",Delhi,Geetanjali Enclave,,401015
4BHK ,"5,562",Delhi,Geetanjali Enclave,,235562
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,310202
3BHK ,"2,856",Delhi,Sarvodaya Enclave,,201202
4BHK ,"5,586",Delhi,Sarvodaya Enclave,,235925
4BHK ,"5,896",Delhi,West End,,301012
4BHK ,"5,896",Delhi,West End,,301101
5BHK ,"6,521",Delhi,West End,,401012
4BHK ,"5,896",Delhi,West End,,401012
4BHK ,"5,896",Delhi,West End,,401102
4BHK ,"5,896",Delhi,West End,,504015
4BHK ,"5,896",Delhi,West End,,504105
4BHK ,"5,896",Delhi,West End,,640110
3BHK ,"2,856",Delhi,Niti Bagh,,301012
3BHK ,"2,856",Delhi,Niti Bagh,,401012
3BHK ,"3,011",Delhi,Niti Bagh,,301102
3BHK ,"2,852",Delhi,Niti Bagh,,308211
3BHK ,"2,856",Delhi,Niti Bagh,,301102
3BHK ,"2,856",Delhi,Niti Bagh,,504100
3BHK ,"2,856",Delhi,Niti Bagh,,301012
3BHK ,"2,741",Delhi,Niti Bagh,,301102
4BHK ,"5,896",Delhi,Niti Bagh,,381012
4BHK ,"5,896",Delhi,Niti Bagh,,301101
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,301012
3BHK ,"1,953",Delhi,Defence Colony,,150000
2BHK ,"1,000",Delhi,Sector 9 Rohini,,24000
3BHK ,"1,300",Delhi,Sector 9 Rohini,,32000
2BHK ,900,Delhi,Sector 9 Rohini,,20000
2BHK ,900,Delhi,Sector 9 Rohini,,24000
2BHK ,900,Delhi,Sector 9 Rohini,,22000
3BHK ,"1,230",Delhi,Sector 9 Rohini,,30000
3BHK ,"1,200",Delhi,Sector 9 Rohini,,38000
3BHK ,"1,200",Delhi,Sector 9 Rohini,,31000
4BHK ,"5,896",Delhi,Prithviraj Road,,1010102
4BHK ,"5,896",Delhi,Prithviraj Road,,1220102
4BHK ,"5,896",Delhi,Malcha Marg,,1401101
5BHK,"5,896",Delhi,Malcha Marg,,1418181
3BHK ,"2,856",Delhi,West End,,301101
3BHK ,"2,856",Delhi,West End,,504105
3BHK ,"2,856",Delhi,West End,,310102
3BHK ,"2,856",Delhi,West End,,301102
3BHK ,"2,856",Delhi,West End,,301101
